WC-2010,group stage,South Korea,Group B,2,3,1,1,1,5,6,-1,4
WC-2010,group stage,Greece,Group B,3,3,1,0,2,2,5,-3,3
WC-2010,group stage,Nigeria,Group B,4,3,0,1,2,3,5,-2,1
WC-2010,group stage,United States,Group C,1,3,1,2,0,4,3,1,5
WC-2010,group stage,England,Group C,2,3,1,2,0,2,1,1,5
WC-2010,group stage,Slovenia,Group C,3,3,1,1,1,3,3,0,4
WC-2010,group stage,Algeria,Group C,4,3,0,1,2,0,2,-2,1
WC-2010,group stage,Germany,Group D,1,3,2,0,1,5,1,4,6
WC-2010,group stage,Ghana,Group D,2,3,1,1,1,2,2,0,4
WC-2010,group stage,Australia,Group D,3,3,1,1,1,3,6,-3,4
WC-2010,group stage,Serbia,Group D,4,3,1,0,2,2,3,-1,3
WC-2010,group stage,Netherlands,Group E,1,3,3,0,0,5,1,4,9
WC-2010,group stage,Japan,Group E,2,3,2,0,1,4,2,2,6
WC-2010,group stage,Denmark,Group E,3,3,1,0,2,3,6,-3,3
WC-2010,group stage,Cameroon,Group E,4,3,0,0,3,2,5,-3,0
WC-2010,group stage,Paraguay,Group F,1,3,1,2,0,3,1,2,5
WC-2010,group stage,Slovakia,Group F,2,3,1,1,1,4,5,-1,4
WC-2010,group stage,New Zealand,Group F,3,3,0,3,0,2,2,0,3
WC-2010,group stage,Italy,Group F,4,3,0,2,1,4,5,-1,2
WC-2010,group stage,Brazil,Group G,1,3,2,1,0,5,2,3,7
WC-2010,group stage,Portugal,Group G,2,3,1,2,0,7,0,7,5
WC-2010,group stage,Ivory Coast,Group G,3,3,1,1,1,4,3,1,4
WC-2010,group stage,North Korea,Group G,4,3,0,0,3,1,12,-11,0
WC-2010,group stage,Spain,Group H,1,3,2,0,1,4,2,2,6
WC-2010,group stage,Chile,Group H,2,3,2,0,1,3,2,1,6
WC-2010,group stage,Switzerland,Group H,3,3,1,1,1,1,1,0,4
WC-2010,group stage,Honduras,Group H,4,3,0,1,2,0,3,-3,1
WC-2014,group stage,Brazil,Group A,1,3,2,1,0,7,2,5,7
WC-2014,group stage,Mexico,Group A,2,3,2,1,0,4,1,3,7
WC-2014,group stage,Croatia,Group A,3,3,1,0,2,6,6,0,3
WC-2014,group stage,Cameroon,Group A,4,3,0,0,3,1,9,-8,0
WC-2014,group stage,Netherlands,Group B,1,3,3,0,0,10,3,7,9
WC-2014,group stage,Chile,Group B,2,3,2,0,1,5,3,2,6
WC-2014,group stage,Spain,Group B,3,3,1,0,2,4,7,-3,3
WC-2014,group stage,Australia,Group B,4,3,0,0,3,3,9,-6,0
WC-2014,group stage,Colombia,Group C,1,3,3,0,0,9,2,7,9
WC-2014,group stage,Greece,Group C,2,3,1,1,1,2,4,-2,4
WC-2014,group stage,Ivory Coast,Group C,3,3,1,0,2,4,5,-1,3
WC-2014,group stage,Japan,Group C,4,3,0,1,2,2,6,-4,1
WC-2014,group stage,Costa Rica,Group D,1,3,2,1,0,4,1,3,7
WC-2014,group stage,Uruguay,Group D,2,3,2,0,1,4,4,0,6
WC-2014,group stage,Italy,Group D,3,3,1,0,2,2,3,-1,3
WC-2014,group stage,England,Group D,4,3,0,1,2,2,4,-2,1
WC-2014,group stage,France,Group E,1,3,2,1,0,8,2,6,7
WC-2014,group stage,Switzerland,Group E,2,3,2,0,1,7,6,1,6
WC-2014,group stage,Ecuador,Group E,3,3,1,1,1,3,3,0,4
WC-2014,group stage,Honduras,Group E,4,3,0,0,3,1,8,-7,0
WC-2014,group stage,Argentina,Group F,1,3,3,0,0,6,3,3,9
WC-2014,group stage,Nigeria,Group F,2,3,1,1,1,3,3,0,4
WC-2014,group stage,Bosnia and Herzegovina,Group F,3,3,1,0,2,4,4,0,3
WC-2014,group stage,Iran,Group F,4,3,0,1,2,1,4,-3,1
WC-2014,group stage,Germany,Group G,1,3,2,1,0,7,2,5,7
WC-2014,group stage,United States,Group G,2,3,1,1,1,4,4,0,4
WC-2014,group stage,Portugal,Group G,3,3,1,1,1,4,7,-3,4
WC-2014,group stage,Ghana,Group G,4,3,0,1,2,4,6,-2,1
WC-2014,group stage,Belgium,Group H,1,3,3,0,0,4,1,3,9
WC-2014,group stage,Algeria,Group H,2,3,1,1,1,6,5,1,4
WC-2014,group stage,Russia,Group H,3,3,0,2,1,2,3,-1,2
WC-2014,group stage,South Korea,Group H,4,3,0,1,2,3,6,-3,1
WC-2018,group stage,Uruguay,Group A,1,3,3,0,0,5,0,5,9
WC-2018,group stage,Russia,Group A,2,3,2,0,1,8,4,4,6
WC-2018,group stage,Saudi Arabia,Group A,3,3,1,0,2,2,7,-5,3
WC-2018,group stage,Egypt,Group A,4,3,0,0,3,2,6,-4,0
WC-2018,group stage,Spain,Group B,1,3,1,2,0,6,5,1,5
WC-2018,group stage,Portugal,Group B,2,3,1,2,0,5,4,1,5
WC-2018,group stage,Iran,Group B,3,3,1,1,1,2,2,0,4
WC-2018,group stage,Morocco,Group B,4,3,0,1,2,2,4,-2,1
WC-2018,group stage,France,Group C,1,3,2,1,0,3,1,2,7
WC-2018,group stage,Denmark,Group C,2,3,1,2,0,2,1,1,5
WC-2018,group stage,Peru,Group C,3,3,1,0,2,2,2,0,3
WC-2018,group stage,Australia,Group C,4,3,0,1,2,2,5,-3,1
WC-2018,group stage,Croatia,Group D,1,3,3,0,0,7,1,6,9
WC-2018,group stage,Argentina,Group D,2,3,1,1,1,3,5,-2,4
WC-2018,group stage,Nigeria,Group D,3,3,1,0,2,3,4,-1,3
WC-2018,group stage,Iceland,Group D,4,3,0,1,2,2,5,-3,1
WC-2018,group stage,Brazil,Group E,1,3,2,1,0,5,1,4,7
WC-2018,group stage,Switzerland,Group E,2,3,1,2,0,5,4,1,5
WC-2018,group stage,Serbia,Group E,3,3,1,0,2,2,4,-2,3
WC-2018,group stage,Costa Rica,Group E,4,3,0,1,2,2,5,-3,1
WC-2018,group stage,Sweden,Group F,1,3,2,0,1,5,2,3,6
WC-2018,group stage,Mexico,Group F,2,3,2,0,1,3,4,-1,6
WC-2018,group stage,South Korea,Group F,3,3,1,0,2,3,3,0,3
WC-2018,group stage,Germany,Group F,4,3,1,0,2,2,4,-2,3
WC-2018,group stage,Belgium,Group G,1,3,3,0,0,9,2,7,9
WC-2018,group stage,England,Group G,2,3,2,0,1,8,3,5,6
WC-2018,group stage,Tunisia,Group G,3,3,1,0,2,5,8,-3,3
WC-2018,group stage,Panama,Group G,4,3,0,0,3,2,11,-9,0
WC-2018,group stage,Colombia,Group H,1,3,2,0,1,5,2,3,6
WC-2018,group stage,Japan,Group H,2,3,1,1,1,4,4,0,4
WC-2018,group stage,Senegal,Group H,3,3,1,1,1,4,4,0,4
WC-2018,group stage,Poland,Group H,4,3,1,0,2,2,5,-3,3
